timestamp,total_count_all_0,new_count_all_0,removed_count_all_0,q_all_0,k_all_0,v_all_0,total_count_truck_0,new_count_truck_0,removed_count_truck_0,q_truck_0,k_truck_0,v_truck_0,total_count_bus_0,new_count_bus_0,removed_count_bus_0,q_bus_0,k_bus_0,v_bus_0,total_count_car_0,new_count_car_0,removed_count_car_0,q_car_0,k_car_0,v_car_0,timestamp,total_count_all_1,new_count_all_1,removed_count_all_1,q_all_1,k_all_1,v_all_1,total_count_truck_1,new_count_truck_1,removed_count_truck_1,q_truck_1,k_truck_1,v_truck_1,total_count_bus_1,new_count_bus_1,removed_count_bus_1,q_bus_1,k_bus_1,v_bus_1,total_count_car_1,new_count_car_1,removed_count_car_1,q_car_1,k_car_1,v_car_1,timestamp,total_count_all_2,new_count_all_2,removed_count_all_2,q_all_2,k_all_2,v_all_2,total_count_truck_2,new_count_truck_2,removed_count_truck_2,q_truck_2,k_truck_2,v_truck_2,total_count_bus_2,new_count_bus_2,removed_count_bus_2,q_bus_2,k_bus_2,v_bus_2,total_count_car_2,new_count_car_2,removed_count_car_2,q_car_2,k_car_2,v_car_2
2024-05-01 11:37:20,48,3,5,3,1.6,1.875,48,3,5,3,1.6,1.875,48,3,5,3,1.6,1.875,48,3,5,3,1.6,1.875,2024-05-01 11:37:20,35,2,5,2,1.1666666666666667,1.7142857142857142,35,2,5,2,1.1666666666666667,1.7142857142857142,35,2,5,2,1.1666666666666667,1.7142857142857142,35,2,5,2,1.1666666666666667,1.7142857142857142,2024-05-01 11:37:20,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:37:30,50,2,5,2,1.6666666666666667,1.2,50,2,5,2,1.6666666666666667,1.2,50,2,5,2,1.6666666666666667,1.2,50,2,5,2,1.6666666666666667,1.2,2024-05-01 11:37:30,37,3,1,3,1.2333333333333334,2.4324324324324325,37,3,1,3,1.2333333333333334,2.4324324324324325,37,3,1,3,1.2333333333333334,2.4324324324324325,37,3,1,3,1.2333333333333334,2.4324324324324325,2024-05-01 11:37:30,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:37:40,54,4,1,4,1.8,2.2222222222222223,54,4,1,4,1.8,2.2222222222222223,54,4,1,4,1.8,2.2222222222222223,54,4,1,4,1.8,2.2222222222222223,2024-05-01 11:37:40,42,7,2,7,1.4,5.0,42,7,2,7,1.4,5.0,42,7,2,7,1.4,5.0,42,7,2,7,1.4,5.0,2024-05-01 11:37:40,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:37:50,57,3,6,3,1.9,1.5789473684210527,57,3,6,3,1.9,1.5789473684210527,57,3,6,3,1.9,1.5789473684210527,57,3,6,3,1.9,1.5789473684210527,2024-05-01 11:37:50,47,7,5,7,1.5666666666666667,4.468085106382979,47,7,5,7,1.5666666666666667,4.468085106382979,47,7,5,7,1.5666666666666667,4.468085106382979,47,7,5,7,1.5666666666666667,4.468085106382979,2024-05-01 11:37:50,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:38:00,62,5,5,5,2.066666666666667,2.419354838709677,62,5,5,5,2.066666666666667,2.419354838709677,62,5,5,5,2.066666666666667,2.419354838709677,62,5,5,5,2.066666666666667,2.419354838709677,2024-05-01 11:38:00,53,8,5,8,1.7666666666666666,4.528301886792453,53,8,5,8,1.7666666666666666,4.528301886792453,53,8,5,8,1.7666666666666666,4.528301886792453,53,8,5,8,1.7666666666666666,4.528301886792453,2024-05-01 11:38:00,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:38:10,68,9,5,9,2.2666666666666666,3.9705882352941178,68,9,5,9,2.2666666666666666,3.9705882352941178,68,9,5,9,2.2666666666666666,3.9705882352941178,68,9,5,9,2.2666666666666666,3.9705882352941178,2024-05-01 11:38:10,54,3,7,3,1.8,1.6666666666666665,54,3,7,3,1.8,1.6666666666666665,54,3,7,3,1.8,1.6666666666666665,54,3,7,3,1.8,1.6666666666666665,2024-05-01 11:38:10,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:38:20,72,6,9,6,2.4,2.5,72,6,9,6,2.4,2.5,72,6,9,6,2.4,2.5,72,6,9,6,2.4,2.5,2024-05-01 11:38:20,57,6,6,6,1.9,3.1578947368421053,57,6,6,6,1.9,3.1578947368421053,57,6,6,6,1.9,3.1578947368421053,57,6,6,6,1.9,3.1578947368421053,2024-05-01 11:38:20,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0,1,0,0,0,0.03333333333333333,0.0
2024-05-01 11:38:30,73,5,5,5,2.433333333333333,2.0547945205479454,73,5,5,5,2.433333333333333,2.0547945205479454,73,5,5,5,2.433333333333333,2.0547945205479454,73,5,5,5,2.433333333333333,2.0547945205479454,2024-05-01 11:38:30,60,5,2,5,2.0,2.5,60,5,2,5,2.0,2.5,60,5,2,5,2.0,2.5,60,5,2,5,2.0,2.5,2024-05-01 11:38:30,2,1,0,1,0.06666666666666667,15.0,2,1,0,1,0.06666666666666667,15.0,2,1,0,1,0.06666666666666667,15.0,2,1,0,1,0.06666666666666667,15.0
2024-05-01 11:38:40,74,3,4,3,2.466666666666667,1.2162162162162162,74,3,4,3,2.466666666666667,1.2162162162162162,74,3,4,3,2.466666666666667,1.2162162162162162,74,3,4,3,2.466666666666667,1.2162162162162162,2024-05-01 11:38:40,65,7,7,7,2.1666666666666665,3.230769230769231,65,7,7,7,2.1666666666666665,3.230769230769231,65,7,7,7,2.1666666666666665,3.230769230769231,65,7,7,7,2.1666666666666665,3.230769230769231,2024-05-01 11:38:40,2,0,1,0,0.06666666666666667,0.0,2,0,1,0,0.06666666666666667,0.0,2,0,1,0,0.06666666666666667,0.0,2,0,1,0,0.06666666666666667,0.0
2024-05-01 11:38:50,81,10,5,10,2.7,3.7037037037037033,81,10,5,10,2.7,3.7037037037037033,81,10,5,10,2.7,3.7037037037037033,81,10,5,10,2.7,3.7037037037037033,2024-05-01 11:38:50,67,4,6,4,2.2333333333333334,1.791044776119403,67,4,6,4,2.2333333333333334,1.791044776119403,67,4,6,4,2.2333333333333334,1.791044776119403,67,4,6,4,2.2333333333333334,1.791044776119403,2024-05-01 11:38:50,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:00,83,3,10,3,2.7666666666666666,1.0843373493975903,83,3,10,3,2.7666666666666666,1.0843373493975903,83,3,10,3,2.7666666666666666,1.0843373493975903,83,3,10,3,2.7666666666666666,1.0843373493975903,2024-05-01 11:39:00,69,4,7,4,2.3,1.7391304347826089,69,4,7,4,2.3,1.7391304347826089,69,4,7,4,2.3,1.7391304347826089,69,4,7,4,2.3,1.7391304347826089,2024-05-01 11:39:00,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:10,88,8,3,8,2.933333333333333,2.7272727272727275,88,8,3,8,2.933333333333333,2.7272727272727275,88,8,3,8,2.933333333333333,2.7272727272727275,88,8,3,8,2.933333333333333,2.7272727272727275,2024-05-01 11:39:10,72,7,3,7,2.4,2.916666666666667,72,7,3,7,2.4,2.916666666666667,72,7,3,7,2.4,2.916666666666667,72,7,3,7,2.4,2.916666666666667,2024-05-01 11:39:10,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:20,91,4,8,4,3.033333333333333,1.3186813186813187,91,4,8,4,3.033333333333333,1.3186813186813187,91,4,8,4,3.033333333333333,1.3186813186813187,91,4,8,4,3.033333333333333,1.3186813186813187,2024-05-01 11:39:20,75,5,6,5,2.5,2.0,75,5,6,5,2.5,2.0,75,5,6,5,2.5,2.0,75,5,6,5,2.5,2.0,2024-05-01 11:39:20,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:30,94,5,4,5,3.1333333333333333,1.5957446808510638,94,5,4,5,3.1333333333333333,1.5957446808510638,94,5,4,5,3.1333333333333333,1.5957446808510638,94,5,4,5,3.1333333333333333,1.5957446808510638,2024-05-01 11:39:30,79,7,4,7,2.6333333333333333,2.6582278481012658,79,7,4,7,2.6333333333333333,2.6582278481012658,79,7,4,7,2.6333333333333333,2.6582278481012658,79,7,4,7,2.6333333333333333,2.6582278481012658,2024-05-01 11:39:30,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:40,97,5,2,5,3.2333333333333334,1.5463917525773196,97,5,2,5,3.2333333333333334,1.5463917525773196,97,5,2,5,3.2333333333333334,1.5463917525773196,97,5,2,5,3.2333333333333334,1.5463917525773196,2024-05-01 11:39:40,80,2,6,2,2.6666666666666665,0.75,80,2,6,2,2.6666666666666665,0.75,80,2,6,2,2.6666666666666665,0.75,80,2,6,2,2.6666666666666665,0.75,2024-05-01 11:39:40,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:39:50,100,4,6,4,3.3333333333333335,1.2,100,4,6,4,3.3333333333333335,1.2,100,4,6,4,3.3333333333333335,1.2,100,4,6,4,3.3333333333333335,1.2,2024-05-01 11:39:50,82,2,8,2,2.7333333333333334,0.7317073170731707,82,2,8,2,2.7333333333333334,0.7317073170731707,82,2,8,2,2.7333333333333334,0.7317073170731707,82,2,8,2,2.7333333333333334,0.7317073170731707,2024-05-01 11:39:50,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:40:00,100,1,6,1,3.3333333333333335,0.3,100,1,6,1,3.3333333333333335,0.3,100,1,6,1,3.3333333333333335,0.3,100,1,6,1,3.3333333333333335,0.3,2024-05-01 11:40:00,86,7,2,7,2.8666666666666667,2.441860465116279,86,7,2,7,2.8666666666666667,2.441860465116279,86,7,2,7,2.8666666666666667,2.441860465116279,86,7,2,7,2.8666666666666667,2.441860465116279,2024-05-01 11:40:00,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:40:10,104,6,2,6,3.466666666666667,1.7307692307692306,104,6,2,6,3.466666666666667,1.7307692307692306,104,6,2,6,3.466666666666667,1.7307692307692306,104,6,2,6,3.466666666666667,1.7307692307692306,2024-05-01 11:40:10,89,7,4,7,2.966666666666667,2.359550561797753,89,7,4,7,2.966666666666667,2.359550561797753,89,7,4,7,2.966666666666667,2.359550561797753,89,7,4,7,2.966666666666667,2.359550561797753,2024-05-01 11:40:10,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:40:20,110,7,7,7,3.6666666666666665,1.9090909090909092,110,7,7,7,3.6666666666666665,1.9090909090909092,110,7,7,7,3.6666666666666665,1.9090909090909092,110,7,7,7,3.6666666666666665,1.9090909090909092,2024-05-01 11:40:20,93,5,8,5,3.1,1.6129032258064515,93,5,8,5,3.1,1.6129032258064515,93,5,8,5,3.1,1.6129032258064515,93,5,8,5,3.1,1.6129032258064515,2024-05-01 11:40:20,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:40:30,116,7,5,7,3.8666666666666667,1.8103448275862069,116,7,5,7,3.8666666666666667,1.8103448275862069,116,7,5,7,3.8666666666666667,1.8103448275862069,116,7,5,7,3.8666666666666667,1.8103448275862069,2024-05-01 11:40:30,96,5,6,5,3.2,1.5625,96,5,6,5,3.2,1.5625,96,5,6,5,3.2,1.5625,96,5,6,5,3.2,1.5625,2024-05-01 11:40:30,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0,2,0,0,0,0.06666666666666667,0.0
2024-05-01 11:40:40,116,0,9,0,3.8666666666666667,0.0,116,0,9,0,3.8666666666666667,0.0,116,0,9,0,3.8666666666666667,0.0,116,0,9,0,3.8666666666666667,0.0,2024-05-01 11:40:40,101,7,3,7,3.3666666666666667,2.0792079207920793,101,7,3,7,3.3666666666666667,2.0792079207920793,101,7,3,7,3.3666666666666667,2.0792079207920793,101,7,3,7,3.3666666666666667,2.0792079207920793,2024-05-01 11:40:40,5,3,0,3,0.16666666666666666,18.0,5,3,0,3,0.16666666666666666,18.0,5,3,0,3,0.16666666666666666,18.0,5,3,0,3,0.16666666666666666,18.0
2024-05-01 11:40:50,119,4,2,4,3.966666666666667,1.0084033613445378,119,4,2,4,3.966666666666667,1.0084033613445378,119,4,2,4,3.966666666666667,1.0084033613445378,119,4,2,4,3.966666666666667,1.0084033613445378,2024-05-01 11:40:50,103,3,6,3,3.433333333333333,0.8737864077669903,103,3,6,3,3.433333333333333,0.8737864077669903,103,3,6,3,3.433333333333333,0.8737864077669903,103,3,6,3,3.433333333333333,0.8737864077669903,2024-05-01 11:40:50,5,0,3,0,0.16666666666666666,0.0,5,0,3,0,0.16666666666666666,0.0,5,0,3,0,0.16666666666666666,0.0,5,0,3,0,0.16666666666666666,0.0
2024-05-01 11:41:00,122,4,3,4,4.066666666666666,0.9836065573770493,122,4,3,4,4.066666666666666,0.9836065573770493,122,4,3,4,4.066666666666666,0.9836065573770493,122,4,3,4,4.066666666666666,0.9836065573770493,2024-05-01 11:41:00,106,3,8,3,3.533333333333333,0.8490566037735849,106,3,8,3,3.533333333333333,0.8490566037735849,106,3,8,3,3.533333333333333,0.8490566037735849,106,3,8,3,3.533333333333333,0.8490566037735849,2024-05-01 11:41:00,5,0,0,0,0.16666666666666666,0.0,5,0,0,0,0.16666666666666666,0.0,5,0,0,0,0.16666666666666666,0.0,5,0,0,0,0.16666666666666666,0.0
2024-05-01 11:41:10,123,2,2,2,4.1,0.48780487804878053,123,2,2,2,4.1,0.48780487804878053,123,2,2,2,4.1,0.48780487804878053,123,2,2,2,4.1,0.48780487804878053,2024-05-01 11:41:10,110,5,2,5,3.6666666666666665,1.3636363636363638,110,5,2,5,3.6666666666666665,1.3636363636363638,110,5,2,5,3.6666666666666665,1.3636363636363638,110,5,2,5,3.6666666666666665,1.3636363636363638,2024-05-01 11:41:10,7,2,0,2,0.23333333333333334,8.571428571428571,7,2,0,2,0.23333333333333334,8.571428571428571,7,2,0,2,0.23333333333333334,8.571428571428571,7,2,0,2,0.23333333333333334,8.571428571428571
2024-05-01 11:41:20,124,3,3,3,4.133333333333334,0.7258064516129031,124,3,3,3,4.133333333333334,0.7258064516129031,124,3,3,3,4.133333333333334,0.7258064516129031,124,3,3,3,4.133333333333334,0.7258064516129031,2024-05-01 11:41:20,112,2,4,2,3.7333333333333334,0.5357142857142857,112,2,4,2,3.7333333333333334,0.5357142857142857,112,2,4,2,3.7333333333333334,0.5357142857142857,112,2,4,2,3.7333333333333334,0.5357142857142857,2024-05-01 11:41:20,7,0,2,0,0.23333333333333334,0.0,7,0,2,0,0.23333333333333334,0.0,7,0,2,0,0.23333333333333334,0.0,7,0,2,0,0.23333333333333334,0.0
2024-05-01 11:41:30,131,9,3,9,4.366666666666666,2.0610687022900764,131,9,3,9,4.366666666666666,2.0610687022900764,131,9,3,9,4.366666666666666,2.0610687022900764,131,9,3,9,4.366666666666666,2.0610687022900764,2024-05-01 11:41:30,112,3,2,3,3.7333333333333334,0.8035714285714286,112,3,2,3,3.7333333333333334,0.8035714285714286,112,3,2,3,3.7333333333333334,0.8035714285714286,112,3,2,3,3.7333333333333334,0.8035714285714286,2024-05-01 11:41:30,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:41:40,135,6,5,6,4.5,1.3333333333333333,135,6,5,6,4.5,1.3333333333333333,135,6,5,6,4.5,1.3333333333333333,135,6,5,6,4.5,1.3333333333333333,2024-05-01 11:41:40,114,3,5,3,3.8,0.7894736842105263,114,3,5,3,3.8,0.7894736842105263,114,3,5,3,3.8,0.7894736842105263,114,3,5,3,3.8,0.7894736842105263,2024-05-01 11:41:40,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:41:50,137,4,4,4,4.566666666666666,0.8759124087591241,137,4,4,4,4.566666666666666,0.8759124087591241,137,4,4,4,4.566666666666666,0.8759124087591241,137,4,4,4,4.566666666666666,0.8759124087591241,2024-05-01 11:41:50,116,3,3,3,3.8666666666666667,0.7758620689655172,116,3,3,3,3.8666666666666667,0.7758620689655172,116,3,3,3,3.8666666666666667,0.7758620689655172,116,3,3,3,3.8666666666666667,0.7758620689655172,2024-05-01 11:41:50,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:42:00,139,3,7,3,4.633333333333334,0.6474820143884892,139,3,7,3,4.633333333333334,0.6474820143884892,139,3,7,3,4.633333333333334,0.6474820143884892,139,3,7,3,4.633333333333334,0.6474820143884892,2024-05-01 11:42:00,119,6,2,6,3.966666666666667,1.5126050420168067,119,6,2,6,3.966666666666667,1.5126050420168067,119,6,2,6,3.966666666666667,1.5126050420168067,119,6,2,6,3.966666666666667,1.5126050420168067,2024-05-01 11:42:00,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:42:10,140,6,3,6,4.666666666666667,1.2857142857142856,140,6,3,6,4.666666666666667,1.2857142857142856,140,6,3,6,4.666666666666667,1.2857142857142856,140,6,3,6,4.666666666666667,1.2857142857142856,2024-05-01 11:42:10,121,4,5,4,4.033333333333333,0.9917355371900827,121,4,5,4,4.033333333333333,0.9917355371900827,121,4,5,4,4.033333333333333,0.9917355371900827,121,4,5,4,4.033333333333333,0.9917355371900827,2024-05-01 11:42:10,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:42:20,143,5,5,5,4.766666666666667,1.048951048951049,143,5,5,5,4.766666666666667,1.048951048951049,143,5,5,5,4.766666666666667,1.048951048951049,143,5,5,5,4.766666666666667,1.048951048951049,2024-05-01 11:42:20,125,7,2,7,4.166666666666667,1.68,125,7,2,7,4.166666666666667,1.68,125,7,2,7,4.166666666666667,1.68,125,7,2,7,4.166666666666667,1.68,2024-05-01 11:42:20,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:42:30,147,5,4,5,4.9,1.0204081632653061,147,5,4,5,4.9,1.0204081632653061,147,5,4,5,4.9,1.0204081632653061,147,5,4,5,4.9,1.0204081632653061,2024-05-01 11:42:30,127,3,8,3,4.233333333333333,0.7086614173228346,127,3,8,3,4.233333333333333,0.7086614173228346,127,3,8,3,4.233333333333333,0.7086614173228346,127,3,8,3,4.233333333333333,0.7086614173228346,2024-05-01 11:42:30,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
2024-05-01 11:42:40,151,6,5,6,5.033333333333333,1.1920529801324504,151,6,5,6,5.033333333333333,1.1920529801324504,151,6,5,6,5.033333333333333,1.1920529801324504,151,6,5,6,5.033333333333333,1.1920529801324504,2024-05-01 11:42:40,131,6,5,6,4.366666666666666,1.3740458015267176,131,6,5,6,4.366666666666666,1.3740458015267176,131,6,5,6,4.366666666666666,1.3740458015267176,131,6,5,6,4.366666666666666,1.3740458015267176,2024-05-01 11:42:40,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0,7,0,0,0,0.23333333333333334,0.0
